Latitude (decimal degrees):	1.357
Longitude (decimal degrees):	103.820
Elevation (m):	53
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230917:2330,32.75,36.8,0.0,7.87,27.27,1.93,0.0
20230918:0030,151.8,106.5,0.0,22.95,26.93,2.34,0.0
20230918:0130,229.7,194.3,0.0,37.94,26.62,2.76,0.0
20230918:0230,219.9,281.35,0.0,52.93,26.89,3.79,0.0
20230918:0330,207.9,254.9,0.0,67.92,27.33,5.59,0.0
20230918:0430,448.55,236.35,0.0,82.9,27.42,5.86,0.0
20230918:0530,262.0,305.25,0.0,82.06,27.01,5.86,0.0
20230918:0630,537.2,143.35,0.0,67.08,26.59,5.24,0.0
20230918:0730,533.8,144.15,0.0,52.09,26.37,4.83,0.0
20230918:0830,342.9,124.4,0.0,37.1,26.95,5.03,0.0
20230918:0930,114.95,105.55,0.0,22.11,27.29,4.76,0.0
20230918:1030,15.05,37.8,0.0,7.12,28.34,4.0,0.0
20230918:1130,0.0,0.0,0.0,0.0,28.3,3.45,0.0
20230918:1230,0.0,0.0,0.0,0.0,28.24,3.93,0.0
20230918:1330,0.0,0.0,0.0,0.0,28.18,4.41,0.0
20230918:1430,0.0,0.0,0.0,0.0,28.26,4.69,0.0
20230918:1530,0.0,0.0,0.0,0.0,28.32,4.76,0.0
20230918:1630,0.0,0.0,0.0,0.0,28.4,4.83,0.0
20230918:1730,0.0,0.0,0.0,0.0,28.4,5.1,0.0
20230918:1830,0.0,0.0,0.0,0.0,28.28,4.9,0.0
20230918:1930,0.0,0.0,0.0,0.0,28.2,4.69,0.0
20230918:2030,0.0,0.0,0.0,0.0,28.06,3.24,0.0
20230918:2130,0.0,0.0,0.0,0.0,27.67,1.66,0.0
20230918:2230,0.0,0.0,0.0,-7.03,27.37,2.28,0.0
20230918:2330,39.0,35.25,0.0,7.96,27.41,3.03,0.0
20230919:0030,179.65,87.75,0.0,23.04,26.73,2.14,0.0
20230919:0130,374.35,116.8,0.0,38.03,26.76,2.0,0.0
20230919:0230,530.5,163.2,0.0,53.02,27.36,2.55,0.0
20230919:0330,595.2,204.25,0.0,68.02,27.78,2.34,0.0
20230919:0430,462.05,289.2,0.0,83.01,28.06,2.41,0.0
20230919:0530,488.7,230.05,0.0,81.99,28.28,2.76,0.0
20230919:0630,565.3,211.35,0.0,66.99,27.89,3.52,0.0
20230919:0730,368.7,220.15,0.0,52.0,27.84,4.14,0.0
20230919:0830,294.55,162.95,0.0,37.01,27.82,4.34,0.0
20230919:0930,126.25,101.15,0.0,22.01,27.93,3.45,0.0
20230919:1030,17.65,30.4,0.0,7.02,28.33,3.86,0.0
20230919:1130,0.0,0.0,0.0,0.0,27.85,4.9,0.0
20230919:1230,0.0,0.0,0.0,0.0,27.57,4.62,0.0
20230919:1330,0.0,0.0,0.0,0.0,27.51,4.14,0.0
20230919:1430,0.0,0.0,0.0,0.0,27.46,4.07,0.0
20230919:1530,0.0,0.0,0.0,0.0,27.51,3.52,0.0
20230919:1630,0.0,0.0,0.0,0.0,27.43,2.97,0.0
20230919:1730,0.0,0.0,0.0,0.0,26.91,3.24,0.0
20230919:1830,0.0,0.0,0.0,0.0,26.32,3.59,0.0
20230919:1930,0.0,0.0,0.0,0.0,26.28,3.1,0.0
20230919:2030,0.0,0.0,0.0,0.0,26.6,2.21,0.0
20230919:2130,0.0,0.0,0.0,0.0,26.73,0.21,0.0
20230919:2230,0.0,0.0,0.0,-6.95,27.36,1.03,0.0
20230919:2330,38.8,31.0,0.0,8.05,26.47,2.55,0.0
20230920:0030,47.45,137.6,0.0,23.12,26.15,2.62,0.0
20230920:0130,154.85,189.15,0.0,38.12,26.62,3.31,0.0
20230920:0230,314.2,188.2,0.0,53.11,26.62,3.59,0.0
20230920:0330,347.45,319.25,0.0,68.11,26.46,2.41,0.0
20230920:0430,476.55,284.95,0.0,83.11,26.49,2.34,0.0
20230920:0530,445.45,299.2,0.0,81.89,26.38,2.76,0.0
20230920:0630,256.2,280.45,0.0,66.9,26.81,1.79,0.0
20230920:0730,120.0,257.15,0.0,51.9,26.86,2.69,0.0
20230920:0830,19.6,165.9,0.0,36.91,27.02,3.38,0.0
20230920:0930,17.55,120.8,0.0,21.91,26.93,2.41,0.0
20230920:1030,0.0,19.75,0.0,6.92,26.37,2.21,0.0
20230920:1130,0.0,0.0,0.0,0.0,26.56,2.34,0.0
20230920:1230,0.0,0.0,0.0,0.0,26.71,2.14,0.0
20230920:1330,0.0,0.0,0.0,0.0,26.8,1.72,0.0
20230920:1430,0.0,0.0,0.0,0.0,27.06,1.17,0.0
20230920:1530,0.0,0.0,0.0,0.0,26.59,1.1,0.0
20230920:1630,0.0,0.0,0.0,0.0,26.42,1.1,0.0
20230920:1730,0.0,0.0,0.0,0.0,26.55,0.62,0.0
20230920:1830,0.0,0.0,0.0,0.0,26.74,1.79,0.0
20230920:1930,0.0,0.0,0.0,0.0,26.86,2.76,0.0
20230920:2030,0.0,0.0,0.0,0.0,26.5,2.48,0.0
20230920:2130,0.0,0.0,0.0,0.0,26.09,2.14,0.0
20230920:2230,0.0,0.0,0.0,-6.86,25.98,3.45,0.0
20230920:2330,14.25,27.75,0.0,8.13,25.93,3.93,0.0
20230921:0030,49.15,106.7,0.0,23.21,26.26,3.52,0.0
20230921:0130,185.65,192.85,0.0,38.21,26.2,3.31,0.0
20230921:0230,301.6,239.95,0.0,53.2,26.04,2.97,0.0
20230921:0330,418.5,295.7,0.0,68.2,26.1,2.21,0.0
20230921:0430,471.9,289.55,0.0,83.18,26.62,2.41,0.0
20230921:0530,486.65,261.9,0.0,81.78,27.05,3.03,0.0
20230921:0630,485.55,274.85,0.0,66.8,27.04,2.9,0.0
20230921:0730,364.1,217.45,0.0,51.8,27.08,2.41,0.0
20230921:0830,299.15,163.65,0.0,36.81,27.27,2.48,0.0
20230921:0930,143.05,111.7,0.0,21.81,27.38,1.66,0.0
20230921:1030,26.15,32.05,0.0,6.82,28.63,3.59,0.0
20230921:1130,0.0,0.0,0.0,0.0,28.4,3.1,0.0
20230921:1230,0.0,0.0,0.0,0.0,27.66,2.28,0.0
20230921:1330,0.0,0.0,0.0,0.0,26.73,2.07,0.0
20230921:1430,0.0,0.0,0.0,0.0,26.91,3.38,0.0
20230921:1530,0.0,0.0,0.0,0.0,27.38,3.52,0.0
20230921:1630,0.0,0.0,0.0,0.0,26.51,5.59,0.0
20230921:1730,0.0,0.0,0.0,0.0,26.44,6.0,0.0
20230921:1830,0.0,0.0,0.0,0.0,26.21,5.59,0.0
20230921:1930,0.0,0.0,0.0,0.0,25.94,5.79,0.0
20230921:2030,0.0,0.0,0.0,0.0,25.73,5.93,0.0
20230921:2130,0.0,0.0,0.0,0.0,25.77,5.45,0.0
20230921:2230,0.0,0.0,0.0,0.0,26.44,5.1,0.0
20230921:2330,0.0,17.9,0.0,8.21,26.35,5.1,0.0
20230922:0030,0.15,76.65,0.0,23.29,26.46,4.34,0.0
20230922:0130,3.25,131.75,0.0,38.29,26.41,3.86,0.0
20230922:0230,18.65,235.15,0.0,53.28,26.73,3.86,0.0
20230922:0330,23.35,266.5,0.0,68.27,25.99,4.0,0.0
20230922:0430,75.45,322.6,0.0,83.22,25.82,3.93,0.0
20230922:0530,91.55,316.4,0.0,81.66,25.74,3.17,0.0
20230922:0630,173.7,341.5,0.0,66.69,26.27,3.03,0.0
20230922:0730,205.2,318.0,0.0,51.7,26.86,2.9,0.0
20230922:0830,63.75,228.45,0.0,36.71,27.18,2.48,0.0
20230922:0930,50.2,125.5,0.0,21.71,27.3,2.62,0.0
20230922:1030,5.85,33.15,0.0,6.72,27.1,1.72,0.0
20230922:1130,0.0,0.0,0.0,0.0,27.27,0.41,0.0
20230922:1230,0.0,0.0,0.0,0.0,27.39,0.55,0.0
20230922:1330,0.0,0.0,0.0,0.0,27.48,0.28,0.0
20230922:1430,0.0,0.0,0.0,0.0,27.5,0.76,0.0
20230922:1530,0.0,0.0,0.0,0.0,27.45,1.52,0.0
20230922:1630,0.0,0.0,0.0,0.0,27.43,1.45,0.0
20230922:1730,0.0,0.0,0.0,0.0,27.48,1.79,0.0
20230922:1830,0.0,0.0,0.0,0.0,27.46,2.0,0.0
20230922:1930,0.0,0.0,0.0,0.0,27.34,1.66,0.0
20230922:2030,0.0,0.0,0.0,0.0,27.44,1.45,0.0
20230922:2130,0.0,0.0,0.0,0.0,27.39,1.17,0.0
20230922:2230,0.0,0.0,0.0,-6.7,27.73,0.76,0.0
20230922:2330,13.8,36.8,0.0,8.3,27.25,1.24,0.0
20230923:0030,135.2,108.05,0.0,23.38,26.85,1.86,0.0
20230923:0130,378.1,127.8,0.0,38.37,27.04,1.66,0.0
20230923:0230,446.3,157.55,0.0,53.36,27.46,1.17,0.0
20230923:0330,540.55,200.6,0.0,68.34,27.52,0.9,0.0
20230923:0430,651.0,213.35,0.0,83.25,27.65,1.52,0.0
20230923:0530,521.2,242.8,0.0,81.51,27.81,1.72,0.0
20230923:0630,516.1,220.7,0.0,66.58,27.99,1.66,0.0
20230923:0730,427.5,195.5,0.0,51.6,28.01,1.59,0.0
20230923:0830,309.3,149.1,0.0,36.61,28.24,1.72,0.0
20230923:0930,115.6,88.4,0.0,21.61,28.34,2.0,0.0
20230923:1030,32.5,28.25,0.0,6.62,28.67,3.38,0.0
20230923:1130,0.0,0.0,0.0,0.0,28.63,3.66,0.0
20230923:1230,0.0,0.0,0.0,0.0,28.61,4.48,0.0
20230923:1330,0.0,0.0,0.0,0.0,28.52,3.1,0.0
20230923:1430,0.0,0.0,0.0,0.0,28.45,1.72,0.0
20230923:1530,0.0,0.0,0.0,0.0,28.15,0.48,0.0
20230923:1630,0.0,0.0,0.0,0.0,26.86,0.97,0.0
20230923:1730,0.0,0.0,0.0,0.0,25.82,0.41,0.0
20230923:1830,0.0,0.0,0.0,0.0,25.89,1.31,0.0
20230923:1930,0.0,0.0,0.0,0.0,26.11,1.24,0.0
20230923:2030,0.0,0.0,0.0,0.0,26.35,1.24,0.0
20230923:2130,0.0,0.0,0.0,0.0,26.51,0.69,0.0
20230923:2230,0.0,0.0,0.0,-6.62,27.09,0.62,0.0
20230923:2330,28.25,34.65,0.0,8.38,26.76,1.59,0.0
20230924:0030,49.6,113.7,0.0,23.46,26.86,1.45,0.0
20230924:0130,131.15,224.5,0.0,38.45,27.02,2.41,0.0
20230924:0230,373.35,226.7,0.0,53.43,27.23,3.31,0.0
20230924:0330,458.2,276.15,0.0,68.4,26.95,4.0,0.0
20230924:0430,435.15,263.65,0.0,83.25,26.37,5.03,0.0
20230924:0530,431.85,228.15,0.0,81.35,26.15,5.66,0.0
20230924:0630,52.2,207.3,0.0,66.47,25.87,6.0,0.0
20230924:0730,79.5,197.45,0.0,51.49,25.91,6.48,0.0
20230924:0830,31.9,121.85,0.0,36.5,26.3,7.45,0.0
20230924:0930,3.4,46.2,0.0,21.51,26.81,5.38,0.0
20230924:1030,7.85,21.75,0.0,6.52,27.18,4.0,0.0
20230924:1130,0.0,0.0,0.0,0.0,27.1,2.21,0.0
20230924:1230,0.0,0.0,0.0,0.0,27.42,2.14,0.0
20230924:1330,0.0,0.0,0.0,0.0,27.67,1.93,0.0
20230924:1430,0.0,0.0,0.0,0.0,27.88,2.28,0.0
20230924:1530,0.0,0.0,0.0,0.0,28.0,1.66,0.0
20230924:1630,0.0,0.0,0.0,0.0,28.03,1.17,0.0
20230924:1730,0.0,0.0,0.0,0.0,28.06,1.03,0.0
20230924:1830,0.0,0.0,0.0,0.0,28.09,1.1,0.0
20230924:1930,0.0,0.0,0.0,0.0,28.12,1.72,0.0
20230924:2030,0.0,0.0,0.0,0.0,28.14,2.9,0.0
20230924:2130,0.0,0.0,0.0,0.0,28.12,3.93,0.0
20230924:2230,0.0,0.0,0.0,-6.53,28.15,4.55,0.0
20230924:2330,23.35,43.85,0.0,8.46,28.1,4.48,0.0
20230925:0030,57.55,139.3,0.0,23.53,27.96,3.93,0.0
20230925:0130,200.5,199.6,0.0,38.52,27.94,3.38,0.0
20230925:0230,399.65,243.3,0.0,53.5,27.83,2.76,0.0
20230925:0330,532.4,248.95,0.0,68.46,27.66,2.83,0.0
20230925:0430,617.55,230.7,0.0,83.22,27.71,3.38,0.0
20230925:0530,605.55,239.2,0.0,81.18,27.74,3.86,0.0
20230925:0630,588.65,199.6,0.0,66.34,27.74,4.28,0.0
20230925:0730,517.7,168.85,0.0,51.38,27.91,4.41,0.0
20230925:0830,367.55,140.75,0.0,36.4,28.15,4.62,0.0
20230925:0930,181.7,92.2,0.0,21.41,28.31,4.76,0.0
20230925:1030,32.9,30.7,0.0,6.42,28.72,3.79,0.0
20230925:1130,0.0,0.0,0.0,0.0,28.86,4.21,0.0
20230925:1230,0.0,0.0,0.0,0.0,28.98,4.97,0.0
20230925:1330,0.0,0.0,0.0,0.0,29.09,4.76,0.0
20230925:1430,0.0,0.0,0.0,0.0,29.13,4.14,0.0
20230925:1530,0.0,0.0,0.0,0.0,29.17,3.52,0.0
20230925:1630,0.0,0.0,0.0,0.0,29.14,3.24,0.0
20230925:1730,0.0,0.0,0.0,0.0,29.04,3.17,0.0
20230925:1830,0.0,0.0,0.0,0.0,28.94,3.31,0.0
20230925:1930,0.0,0.0,0.0,0.0,28.86,3.66,0.0
20230925:2030,0.0,0.0,0.0,0.0,28.58,3.93,0.0
20230925:2130,0.0,0.0,0.0,0.0,28.35,4.21,0.0
20230925:2230,0.0,0.0,0.0,-6.45,27.81,4.76,0.0
20230925:2330,34.05,41.3,0.0,8.54,27.87,5.31,0.0
20230926:0030,182.45,101.9,0.0,23.61,27.75,5.66,0.0
20230926:0130,353.0,128.75,0.0,38.59,27.69,6.0,0.0
20230926:0230,471.1,168.4,0.0,53.57,27.32,6.0,0.0
20230926:0330,596.5,222.65,0.0,68.51,27.77,5.86,0.0
20230926:0430,597.4,249.7,0.0,83.17,28.15,6.14,0.0
20230926:0530,638.85,199.6,0.0,80.99,28.4,6.69,0.0
20230926:0630,502.95,199.45,0.0,66.22,28.41,6.97,0.0
20230926:0730,388.75,181.5,0.0,51.27,28.59,7.03,0.0
20230926:0830,351.6,121.9,0.0,36.29,28.75,6.76,0.0
20230926:0930,190.7,79.55,0.0,21.31,28.89,6.28,0.0
20230926:1030,37.75,26.3,0.0,6.32,29.55,4.9,0.0
20230926:1130,0.0,0.0,0.0,0.0,29.69,5.1,0.0
20230926:1230,0.0,0.0,0.0,0.0,29.62,4.97,0.0
20230926:1330,0.0,0.0,0.0,0.0,29.51,5.24,0.0
20230926:1430,0.0,0.0,0.0,0.0,29.35,5.52,0.0
20230926:1530,0.0,0.0,0.0,0.0,29.19,5.52,0.0
20230926:1630,0.0,0.0,0.0,0.0,29.02,5.24,0.0
20230926:1730,0.0,0.0,0.0,0.0,28.89,5.17,0.0
20230926:1830,0.0,0.0,0.0,0.0,28.76,5.59,0.0
20230926:1930,0.0,0.0,0.0,0.0,28.7,6.14,0.0
20230926:2030,0.0,0.0,0.0,0.0,28.68,6.62,0.0
20230926:2130,0.0,0.0,0.0,0.0,28.7,6.97,0.0
20230926:2230,0.0,0.0,0.0,-6.37,28.63,6.0,0.0
20230926:2330,39.75,45.0,0.0,8.62,28.68,6.48,0.0
20230927:0030,243.85,81.55,0.0,23.68,28.74,6.76,0.0
20230927:0130,461.95,104.5,0.0,38.66,28.89,6.69,0.0
20230927:0230,648.95,122.45,0.0,53.63,28.93,6.28,0.0
20230927:0330,752.6,142.8,0.0,68.54,28.94,6.0,0.0
20230927:0430,855.65,135.35,0.0,83.1,28.92,5.72,0.0
20230927:0530,819.65,150.3,0.0,80.79,28.99,5.59,0.0
20230927:0630,782.25,124.8,0.0,66.09,28.99,5.59,0.0
20230927:0730,644.4,109.3,0.0,51.16,29.04,5.72,0.0
20230927:0830,447.5,94.1,0.0,36.19,29.01,5.59,0.0
20230927:0930,223.65,71.15,0.0,21.21,29.1,5.52,0.0
20230927:1030,43.25,25.25,0.0,6.22,29.47,5.03,0.0
20230927:1130,0.0,0.0,0.0,0.0,29.54,5.45,0.0
20230927:1230,0.0,0.0,0.0,0.0,29.56,5.59,0.0
20230927:1330,0.0,0.0,0.0,0.0,29.45,5.79,0.0
20230927:1430,0.0,0.0,0.0,0.0,29.3,5.86,0.0
20230927:1530,0.0,0.0,0.0,0.0,29.1,5.93,0.0
20230927:1630,0.0,0.0,0.0,0.0,28.94,6.14,0.0
20230927:1730,0.0,0.0,0.0,0.0,28.86,6.28,0.0
20230927:1830,0.0,0.0,0.0,0.0,28.75,6.34,0.0
20230927:1930,0.0,0.0,0.0,0.0,28.73,6.55,0.0
20230927:2030,0.0,0.0,0.0,0.0,28.73,6.69,0.0
20230927:2130,0.0,0.0,0.0,0.0,28.73,7.03,0.0
20230927:2230,0.0,0.0,0.0,-6.29,28.65,6.62,0.0
20230927:2330,59.6,36.05,0.0,8.7,28.7,6.41,0.0
20230928:0030,243.9,82.1,0.0,23.75,28.73,5.38,0.0
20230928:0130,461.95,106.1,0.0,38.73,28.76,4.48,0.0
20230928:0230,638.85,128.8,0.0,53.68,28.8,4.0,0.0
20230928:0330,716.7,173.4,0.0,68.57,28.78,3.86,0.0
20230928:0430,727.45,199.45,0.0,83.0,28.78,4.48,0.0
20230928:0530,781.7,166.45,0.0,80.58,28.78,5.03,0.0
20230928:0630,756.35,129.15,0.0,65.95,28.77,5.24,0.0
20230928:0730,536.65,152.7,0.0,51.04,28.77,5.31,0.0
20230928:0830,354.85,119.7,0.0,36.08,28.77,5.59,0.0
20230928:0930,160.25,83.7,0.0,21.11,28.8,5.45,0.0
20230928:1030,37.1,24.5,0.0,6.12,29.15,4.97,0.0
20230928:1130,0.0,0.0,0.0,0.0,29.23,4.62,0.0
20230928:1230,0.0,0.0,0.0,0.0,29.3,4.62,0.0
20230928:1330,0.0,0.0,0.0,0.0,29.27,5.24,0.0
20230928:1430,0.0,0.0,0.0,0.0,29.21,5.86,0.0
20230928:1530,0.0,0.0,0.0,0.0,29.05,5.59,0.0
20230928:1630,0.0,0.0,0.0,0.0,28.87,5.52,0.0
20230928:1730,0.0,0.0,0.0,0.0,28.71,4.76,0.0
20230928:1830,0.0,0.0,0.0,0.0,28.57,4.41,0.0
20230928:1930,0.0,0.0,0.0,0.0,28.43,4.41,0.0
20230928:2030,0.0,0.0,0.0,0.0,28.37,4.21,0.0
20230928:2130,0.0,0.0,0.0,0.0,28.34,4.14,0.0
20230928:2230,0.0,0.0,0.0,-6.22,28.33,2.76,0.0
20230928:2330,40.15,46.45,0.0,8.77,28.31,2.62,0.0
20230929:0030,208.5,101.25,0.0,23.82,28.38,3.1,0.0
20230929:0130,432.9,123.1,0.0,38.79,28.52,3.86,0.0
20230929:0230,573.3,158.7,0.0,53.73,28.7,4.41,0.0
20230929:0330,620.6,194.0,0.0,68.6,28.77,4.55,0.0
20230929:0430,703.85,194.85,0.0,82.89,28.7,4.48,0.0
20230929:0530,649.85,171.0,0.0,80.36,28.67,4.41,0.0
20230929:0630,450.45,310.2,0.0,65.81,28.46,4.34,0.0
20230929:0730,339.8,232.95,0.0,50.92,28.69,4.55,0.0
20230929:0830,268.6,160.15,0.0,35.98,28.61,4.69,0.0
20230929:0930,102.75,123.25,0.0,21.01,28.17,4.69,0.0
20230929:1030,11.55,34.7,0.0,6.03,29.06,5.79,0.0
20230929:1130,0.0,0.0,0.0,0.0,29.04,6.07,0.0
20230929:1230,0.0,0.0,0.0,0.0,28.98,5.1,0.0
20230929:1330,0.0,0.0,0.0,0.0,28.98,4.41,0.0
20230929:1430,0.0,0.0,0.0,0.0,28.99,3.24,0.0
20230929:1530,0.0,0.0,0.0,0.0,28.99,2.55,0.0
20230929:1630,0.0,0.0,0.0,0.0,28.95,2.83,0.0
20230929:1730,0.0,0.0,0.0,0.0,28.9,3.24,0.0
20230929:1830,0.0,0.0,0.0,0.0,28.77,3.31,0.0
20230929:1930,0.0,0.0,0.0,0.0,28.67,3.38,0.0
20230929:2030,0.0,0.0,0.0,0.0,28.56,3.52,0.0
20230929:2130,0.0,0.0,0.0,0.0,28.36,3.72,0.0
20230929:2230,0.0,0.0,0.0,-6.14,28.02,2.07,0.0
20230929:2330,37.05,39.05,0.0,8.85,27.89,2.48,0.0
20230930:0030,139.7,95.75,0.0,23.89,27.87,0.28,0.0
20230930:0130,152.6,172.85,0.0,38.85,27.98,0.0,0.0
20230930:0230,112.5,186.5,0.0,53.78,28.1,0.9,0.0
20230930:0330,163.45,303.3,0.0,68.61,28.35,1.72,0.0
20230930:0430,260.95,326.35,0.0,82.75,27.63,2.62,0.0
20230930:0530,224.6,201.75,0.0,80.13,26.88,4.07,0.0
20230930:0630,253.0,301.35,0.0,65.67,27.16,4.34,0.0
20230930:0730,178.3,251.65,0.0,50.8,27.29,3.59,0.0
20230930:0830,101.75,190.25,0.0,35.87,27.29,3.03,0.0
20230930:0930,90.4,115.55,0.0,20.91,27.55,2.62,0.0
20230930:1030,14.05,33.0,0.0,5.93,27.86,4.48,0.0
20230930:1130,0.0,0.0,0.0,0.0,27.91,4.14,0.0
20230930:1230,0.0,0.0,0.0,0.0,28.01,3.79,0.0
20230930:1330,0.0,0.0,0.0,0.0,28.05,3.31,0.0
20230930:1430,0.0,0.0,0.0,0.0,28.07,2.97,0.0
20230930:1530,0.0,0.0,0.0,0.0,28.12,2.69,0.0
20230930:1630,0.0,0.0,0.0,0.0,28.11,2.21,0.0
20230930:1730,0.0,0.0,0.0,0.0,28.01,1.72,0.0
20230930:1830,0.0,0.0,0.0,0.0,27.8,1.45,0.0
20230930:1930,0.0,0.0,0.0,0.0,27.53,1.03,0.0
20230930:2030,0.0,0.0,0.0,0.0,27.32,0.97,0.0
20230930:2130,0.0,0.0,0.0,0.0,27.26,0.83,0.0
20230930:2230,0.0,0.0,0.0,-6.06,27.77,0.83,0.0
20230930:2330,17.5,51.75,0.0,8.92,27.89,0.55,0.0
20231001:0030,110.85,131.35,0.0,23.95,28.0,0.83,0.0
20231001:0130,231.2,212.55,0.0,38.9,28.17,1.17,0.0
20231001:0230,406.3,249.1,0.0,53.81,28.37,1.24,0.0
20231001:0330,562.5,208.7,0.0,68.62,28.64,0.9,0.0
20231001:0430,613.0,229.8,0.0,82.59,28.74,1.31,0.0
20231001:0530,646.25,198.65,0.0,79.89,28.77,1.93,0.0
20231001:0630,528.55,237.75,0.0,65.52,28.69,2.41,0.0
20231001:0730,388.4,193.45,0.0,50.68,28.56,2.83,0.0
20231001:0830,256.3,168.75,0.0,35.76,28.68,4.21,0.0
20231001:0930,114.3,80.75,0.0,20.81,28.91,6.07,0.0
20231001:1030,25.0,24.0,0.0,5.84,27.66,5.03,0.0
20231001:1130,0.0,0.0,0.0,0.0,27.97,4.21,0.0
20231001:1230,0.0,0.0,0.0,0.0,28.19,2.97,0.0
20231001:1330,0.0,0.0,0.0,0.0,28.3,2.83,0.0
20231001:1430,0.0,0.0,0.0,0.0,28.42,2.9,0.0
20231001:1530,0.0,0.0,0.0,0.0,28.53,3.24,0.0
20231001:1630,0.0,0.0,0.0,0.0,28.57,3.52,0.0
20231001:1730,0.0,0.0,0.0,0.0,28.52,3.72,0.0
20231001:1830,0.0,0.0,0.0,0.0,28.43,3.79,0.0
20231001:1930,0.0,0.0,0.0,0.0,28.32,3.79,0.0
20231001:2030,0.0,0.0,0.0,0.0,28.25,4.14,0.0
20231001:2130,0.0,0.0,0.0,0.0,28.18,4.34,0.0
20231001:2230,0.0,0.0,0.0,-5.99,28.61,3.38,0.0
20231001:2330,49.1,37.5,0.0,8.99,28.57,3.79,0.0
20231002:0030,203.25,92.8,0.0,24.01,28.57,3.72,0.0
20231002:0130,396.3,141.55,0.0,38.95,28.62,3.79,0.0
20231002:0230,567.85,163.2,0.0,53.85,28.72,3.31,0.0
20231002:0330,699.65,182.6,0.0,68.61,28.79,3.45,0.0
20231002:0430,761.6,176.15,0.0,82.41,28.74,4.48,0.0
20231002:0530,736.0,175.75,0.0,79.64,28.63,5.1,0.0
20231002:0630,559.55,174.4,0.0,65.37,28.61,4.62,0.0
20231002:0730,399.3,188.05,0.0,50.56,28.62,4.48,0.0
20231002:0830,361.95,101.9,0.0,35.65,28.76,4.69,0.0
20231002:0930,140.6,71.05,0.0,20.71,28.83,4.69,0.0
20231002:1030,29.8,24.75,0.0,5.75,28.89,4.55,0.0
20231002:1130,0.0,0.0,0.0,0.0,28.82,3.93,0.0
20231002:1230,0.0,0.0,0.0,0.0,28.96,2.76,0.0
20231002:1330,0.0,0.0,0.0,0.0,28.97,3.03,0.0
20231002:1430,0.0,0.0,0.0,0.0,28.95,2.07,0.0
20231002:1530,0.0,0.0,0.0,0.0,28.82,1.79,0.0
20231002:1630,0.0,0.0,0.0,0.0,28.45,3.03,0.0
20231002:1730,0.0,0.0,0.0,0.0,28.18,3.72,0.0
20231002:1830,0.0,0.0,0.0,0.0,28.12,3.86,0.0
20231002:1930,0.0,0.0,0.0,0.0,28.02,4.0,0.0
20231002:2030,0.0,0.0,0.0,0.0,28.03,3.17,0.0
20231002:2130,0.0,0.0,0.0,0.0,28.03,1.31,0.0
20231002:2230,0.0,0.0,0.0,-5.91,26.28,2.48,0.0
20231002:2330,27.85,43.7,0.0,9.05,26.38,2.07,0.0
20231003:0030,155.0,94.3,0.0,24.07,26.82,2.83,0.0
20231003:0130,349.6,115.35,0.0,39.0,27.11,3.45,0.0
20231003:0230,413.7,192.7,0.0,53.88,27.39,4.48,0.0
20231003:0330,463.1,239.35,0.0,68.6,27.15,4.48,0.0
20231003:0430,382.35,287.35,0.0,82.22,27.44,5.03,0.0
20231003:0530,526.4,254.65,0.0,79.39,27.41,5.1,0.0
20231003:0630,274.55,258.4,0.0,65.22,27.17,4.55,0.0
20231003:0730,226.4,246.55,0.0,50.44,27.47,5.1,0.0
20231003:0830,87.25,177.5,0.0,35.54,27.65,4.83,0.0
20231003:0930,62.65,118.4,0.0,20.61,27.8,5.17,0.0
20231003:1030,7.45,30.18,0.0,5.66,27.49,3.31,0.0
20231003:1130,0.0,0.0,0.0,0.0,27.7,2.55,0.0
20231003:1230,0.0,0.0,0.0,0.0,27.91,2.14,0.0
20231003:1330,0.0,0.0,0.0,0.0,27.99,1.24,0.0
20231003:1430,0.0,0.0,0.0,0.0,28.03,0.62,0.0
20231003:1530,0.0,0.0,0.0,0.0,28.08,0.48,0.0
20231003:1630,0.0,0.0,0.0,0.0,28.1,0.9,0.0
20231003:1730,0.0,0.0,0.0,0.0,28.03,0.48,0.0
20231003:1830,0.0,0.0,0.0,0.0,27.87,0.34,0.0
20231003:1930,0.0,0.0,0.0,0.0,27.59,0.76,0.0
20231003:2030,0.0,0.0,0.0,0.0,27.44,0.97,0.0
20231003:2130,0.0,0.0,0.0,0.0,27.28,0.76,0.0
20231003:2230,0.0,0.0,0.0,-5.84,28.02,1.24,0.0
20231003:2330,45.05,42.7,0.0,9.12,28.07,1.72,0.0
20231004:0030,188.15,92.0,0.0,24.13,28.15,2.28,0.0
20231004:0130,385.3,134.4,0.0,39.04,28.21,2.76,0.0
20231004:0230,510.6,166.35,0.0,53.9,28.39,3.31,0.0
20231004:0330,637.2,174.2,0.0,68.58,28.42,3.86,0.0
20231004:0430,787.15,154.3,0.0,82.01,28.4,3.86,0.0
20231004:0530,724.2,146.8,0.0,79.13,28.46,3.66,0.0
20231004:0630,609.15,205.15,0.0,65.06,28.35,3.59,0.0
20231004:0730,523.25,122.2,0.0,50.31,28.43,3.31,0.0
20231004:0830,388.95,102.55,0.0,35.44,28.56,3.59,0.0
20231004:0930,198.8,74.1,0.0,20.51,28.65,3.24,0.0
20231004:1030,34.05,17.39,0.0,5.57,28.61,2.62,0.0
