Latitude (decimal degrees):	60.500
Longitude (decimal degrees):	9.100
Elevation (m):	900
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230721:2130,0.0,0.0,0.0,0.0,7.54,0.9,0.0
20230721:2230,0.0,0.0,0.0,0.0,7.14,0.9,0.0
20230721:2330,0.0,0.0,0.0,0.0,6.59,0.97,0.0
20230722:0030,0.0,0.0,0.0,0.0,6.33,0.97,0.0
20230722:0130,0.0,0.0,0.0,0.0,6.21,0.97,0.0
20230722:0230,0.0,0.0,0.0,-1.4,6.0,1.1,0.0
20230722:0330,0.0,15.2,0.0,4.09,5.9,1.1,0.0
20230722:0430,19.35,47.3,0.0,10.53,5.85,1.03,0.0
20230722:0530,37.0,81.65,0.0,17.59,7.22,0.83,0.0
20230722:0630,9.05,89.7,0.0,24.95,7.86,0.83,0.0
20230722:0730,6.45,112.35,0.0,32.22,7.98,0.69,0.0
20230722:0830,6.55,170.5,0.0,38.96,7.91,0.76,0.0
20230722:0930,17.05,255.15,0.0,44.6,8.11,0.9,0.0
20230722:1030,56.5,295.25,0.0,48.43,8.55,0.97,0.0
20230722:1130,95.5,296.85,0.0,49.81,9.58,0.76,0.0
20230722:1230,88.2,318.75,0.0,48.42,10.74,0.48,0.0
20230722:1330,96.55,247.85,0.0,44.58,10.82,0.76,0.0
20230722:1430,51.25,261.0,0.0,38.93,10.55,0.07,0.0
20230722:1530,100.0,167.6,0.0,32.19,10.81,0.34,0.0
20230722:1630,75.85,155.3,0.0,24.92,10.24,0.69,0.0
20230722:1730,37.65,103.55,0.0,17.57,10.15,0.55,0.0
20230722:1830,45.1,55.35,0.0,10.5,9.78,0.34,0.0
20230722:1930,8.6,17.53,0.0,4.07,9.15,0.28,0.0
20230722:2030,0.0,0.0,0.0,-1.41,8.77,0.69,0.0
20230722:2130,0.0,0.0,0.0,0.0,8.05,0.9,0.0
20230722:2230,0.0,0.0,0.0,0.0,7.32,0.83,0.0
20230722:2330,0.0,0.0,0.0,0.0,6.64,0.97,0.0
20230723:0030,0.0,0.0,0.0,0.0,6.37,1.03,0.0
20230723:0130,0.0,0.0,0.0,0.0,5.84,1.1,0.0
20230723:0230,0.0,0.0,0.0,-1.59,5.43,1.17,0.0
20230723:0330,0.0,16.05,0.0,3.91,5.2,1.24,0.0
20230723:0430,39.55,37.15,0.0,10.35,5.7,1.17,0.0
20230723:0530,90.9,70.4,0.0,17.42,7.34,0.83,0.0
20230723:0630,228.45,88.2,0.0,24.77,8.68,0.69,0.0
20230723:0730,310.4,112.45,0.0,32.04,10.2,0.55,0.0
20230723:0830,423.4,135.35,0.0,38.78,11.36,0.55,0.0
20230723:0930,491.76,155.9,0.0,44.41,12.69,0.62,0.0
20230723:1030,484.36,183.75,0.0,48.24,13.65,0.83,0.0
20230723:1130,459.16,172.8,0.0,49.61,14.23,1.1,0.0
20230723:1230,414.81,197.35,0.0,48.23,14.68,1.31,0.0
20230723:1330,386.36,164.55,0.0,44.39,14.99,1.45,0.0
20230723:1430,300.85,151.45,0.0,38.76,15.09,1.59,0.0
20230723:1530,218.55,108.25,0.0,32.02,12.11,1.03,0.0
20230723:1630,132.65,100.2,0.0,24.75,12.14,0.41,0.0
20230723:1730,81.85,70.5,0.0,17.4,11.69,0.21,0.0
20230723:1830,55.15,41.1,0.0,10.33,11.02,0.34,0.0
20230723:1930,11.8,13.9,0.0,3.89,11.74,0.62,0.0
20230723:2030,0.0,0.0,0.0,-1.6,10.74,0.62,0.0
20230723:2130,0.0,0.0,0.0,0.0,9.94,0.62,0.0
20230723:2230,0.0,0.0,0.0,0.0,8.99,0.76,0.0
20230723:2330,0.0,0.0,0.0,0.0,8.13,0.83,0.0
20230724:0030,0.0,0.0,0.0,0.0,7.64,0.83,0.0
20230724:0130,0.0,0.0,0.0,0.0,7.12,0.9,0.0
20230724:0230,0.0,0.0,0.0,-1.78,6.58,0.9,0.0
20230724:0330,0.0,18.65,0.0,3.72,5.8,0.97,0.0
20230724:0430,9.85,65.1,0.0,10.17,6.33,0.83,0.0
20230724:0530,5.55,103.85,0.0,17.24,7.82,0.55,0.0
20230724:0630,111.1,126.5,0.0,24.59,9.1,0.62,0.0
20230724:0730,111.05,162.95,0.0,31.86,10.38,0.76,0.0
20230724:0830,154.0,222.7,0.0,38.59,11.11,0.9,0.0
20230724:0930,98.85,278.8,0.0,44.21,11.92,1.1,0.0
20230724:1030,107.65,283.8,0.0,48.03,12.69,1.24,0.0
20230724:1130,39.45,304.9,0.0,49.4,13.15,1.45,0.0
20230724:1230,35.2,232.8,0.0,48.03,13.19,1.59,0.0
20230724:1330,6.25,173.75,0.0,44.2,12.51,1.38,0.0
20230724:1430,6.95,150.7,0.0,38.58,11.3,1.03,0.0
20230724:1530,0.0,91.1,0.0,31.85,10.67,0.55,0.0
20230724:1630,0.0,65.2,0.0,24.58,10.09,0.48,0.0
20230724:1730,0.0,42.4,0.0,17.23,9.82,0.76,0.0
20230724:1830,0.0,9.6,0.0,10.16,9.65,1.03,0.0
20230724:1930,0.0,7.45,0.0,3.71,8.51,1.52,0.0
20230724:2030,0.0,0.0,0.0,0.0,7.92,1.59,0.0
20230724:2130,0.0,0.0,0.0,0.0,7.57,1.72,0.0
20230724:2230,0.0,0.0,0.0,0.0,7.38,1.79,0.0
20230724:2330,0.0,0.0,0.0,0.0,7.31,1.86,0.0
20230725:0030,0.0,0.0,0.0,0.0,7.31,2.0,0.0
20230725:0130,0.0,0.0,0.0,0.0,7.37,2.14,0.0
20230725:0230,0.0,0.0,0.0,0.0,7.41,2.21,0.0
20230725:0330,0.0,3.1,0.0,3.52,7.42,2.28,0.0
20230725:0430,0.0,11.6,0.0,9.98,7.37,2.28,0.0
20230725:0530,0.0,14.9,0.0,17.05,7.33,2.14,0.0
20230725:0630,0.0,24.1,0.0,24.41,7.28,2.07,0.0
20230725:0730,0.15,42.55,0.0,31.67,7.69,1.52,0.0
20230725:0830,0.45,93.05,0.0,38.4,7.99,1.38,0.0
20230725:0930,43.8,101.45,0.0,44.01,8.48,1.03,0.0
20230725:1030,32.55,176.75,0.0,47.82,8.99,0.97,0.0
20230725:1130,106.4,197.7,0.0,49.19,9.35,1.03,0.0
20230725:1230,58.1,172.15,0.0,47.82,9.99,0.55,0.0
20230725:1330,144.5,123.05,0.0,44.0,10.16,0.48,0.0
20230725:1430,104.45,126.4,0.0,38.39,10.81,0.21,0.0
20230725:1530,173.75,96.8,0.0,31.67,10.62,0.14,0.0
20230725:1630,45.5,111.5,0.0,24.4,11.15,0.28,0.0
20230725:1730,35.5,68.95,0.0,17.05,10.73,0.69,0.0
20230725:1830,31.0,41.75,0.0,9.97,10.25,0.69,0.0
20230725:1930,10.3,13.05,0.0,3.52,9.61,0.55,0.0
20230725:2030,0.0,0.0,0.0,-1.99,8.76,0.9,0.0
20230725:2130,0.0,0.0,0.0,0.0,7.78,0.83,0.0
20230725:2230,0.0,0.0,0.0,0.0,7.28,0.76,0.0
20230725:2330,0.0,0.0,0.0,0.0,6.99,0.83,0.0
20230726:0030,0.0,0.0,0.0,0.0,6.92,0.9,0.0
20230726:0130,0.0,0.0,0.0,0.0,5.84,0.9,0.0
20230726:0230,0.0,0.0,0.0,-2.19,5.68,0.97,0.0
20230726:0330,0.0,13.55,0.0,3.33,5.81,0.9,0.0
20230726:0430,11.35,45.75,0.0,9.79,6.6,0.76,0.0
20230726:0530,34.9,76.65,0.0,16.87,7.71,0.76,0.0
20230726:0630,125.15,84.15,0.0,24.22,8.43,0.69,0.0
20230726:0730,150.95,111.05,0.0,31.49,9.5,0.76,0.0
20230726:0830,146.7,163.45,0.0,38.2,10.5,0.9,0.0
20230726:0930,125.85,191.1,0.0,43.8,11.14,1.1,0.0
20230726:1030,302.55,224.6,0.0,47.61,10.79,1.17,0.0
20230726:1130,368.91,199.35,0.0,48.97,12.4,1.24,0.0
20230726:1230,299.6,189.25,0.0,47.61,13.05,1.24,0.0
20230726:1330,314.85,189.2,0.0,43.8,12.66,1.38,0.0
20230726:1430,264.3,161.75,0.0,38.2,12.81,1.45,0.0
20230726:1530,223.35,123.0,0.0,31.48,12.85,1.52,0.0
20230726:1630,104.0,104.8,0.0,24.22,12.56,1.79,0.0
20230726:1730,88.3,92.0,0.0,16.86,11.82,1.45,0.0
20230726:1830,64.05,34.3,0.0,9.78,11.29,1.17,0.0
20230726:1930,12.8,11.0,0.0,3.32,10.89,1.1,0.0
20230726:2030,0.0,0.0,0.0,0.0,9.99,0.97,0.0
20230726:2130,0.0,0.0,0.0,0.0,8.68,0.76,0.0
20230726:2230,0.0,0.0,0.0,0.0,8.76,0.48,0.0
20230726:2330,0.0,0.0,0.0,0.0,8.29,0.34,0.0
20230727:0030,0.0,0.0,0.0,0.0,7.83,0.14,0.0
20230727:0130,0.0,0.0,0.0,0.0,7.41,0.34,0.0
20230727:0230,0.0,0.0,0.0,0.0,6.13,0.62,0.0
20230727:0330,0.0,19.05,0.0,3.13,5.53,0.62,0.0
20230727:0430,8.6,56.1,0.0,9.59,5.34,0.48,0.0
20230727:0530,38.4,116.15,0.0,16.68,6.23,0.28,0.0
20230727:0630,186.95,105.95,0.0,24.04,8.28,0.14,0.0
20230727:0730,268.25,123.05,0.0,31.29,9.95,0.41,0.0
20230727:0830,383.25,114.35,0.0,38.0,11.22,0.48,0.0
20230727:0930,381.71,135.45,0.0,43.6,12.53,0.55,0.0
20230727:1030,413.36,138.9,0.0,47.39,13.3,0.69,0.0
20230727:1130,405.91,175.8,0.0,48.75,13.86,0.9,0.0
20230727:1230,365.51,160.7,0.0,47.39,14.51,0.83,0.0
20230727:1330,329.05,191.75,0.0,43.59,14.79,0.62,0.0
20230727:1430,295.15,131.3,0.0,38.0,15.1,0.76,0.0
20230727:1530,248.3,132.7,0.0,31.29,14.98,0.76,0.0
20230727:1630,145.0,118.85,0.0,24.03,14.82,0.62,0.0
20230727:1730,139.4,69.8,0.0,16.67,14.54,0.83,0.0
20230727:1830,63.65,44.6,0.0,9.59,14.0,1.03,0.0
20230727:1930,7.5,12.72,0.0,3.12,12.85,1.24,0.0
20230727:2030,0.0,0.0,0.0,0.0,11.95,1.24,0.0
20230727:2130,0.0,0.0,0.0,0.0,10.9,1.1,0.0
20230727:2230,0.0,0.0,0.0,0.0,9.83,0.97,0.0
20230727:2330,0.0,0.0,0.0,0.0,9.85,0.62,0.0
20230728:0030,0.0,0.0,0.0,0.0,9.74,0.34,0.0
20230728:0130,0.0,0.0,0.0,0.0,8.93,0.55,0.0
20230728:0230,0.0,0.0,0.0,0.0,7.9,0.76,0.0
20230728:0330,0.0,11.45,0.0,2.92,7.55,0.76,0.0
20230728:0430,43.1,45.35,0.0,9.4,7.5,0.76,0.0
20230728:0530,76.95,82.95,0.0,16.48,8.92,0.28,0.0
20230728:0630,113.3,77.9,0.0,23.84,10.26,0.21,0.0
20230728:0730,143.15,107.9,0.0,31.1,10.53,0.28,0.0
20230728:0830,214.35,156.35,0.0,37.8,11.37,0.55,0.0
20230728:0930,265.95,212.05,0.0,43.38,12.68,0.69,0.0
20230728:1030,221.5,256.75,0.0,47.17,13.7,0.83,0.0
20230728:1130,237.35,273.9,0.0,48.52,14.39,0.97,0.0
20230728:1230,204.85,210.05,0.0,47.17,14.96,0.69,0.0
20230728:1330,198.65,224.7,0.0,43.38,15.03,0.83,0.0
20230728:1430,217.0,166.3,0.0,37.79,15.17,1.1,0.0
20230728:1530,125.75,135.25,0.0,31.09,14.48,1.17,0.0
20230728:1630,112.65,115.3,0.0,23.84,13.33,1.17,0.0
20230728:1730,55.35,74.6,0.0,16.48,13.04,1.24,0.0
20230728:1830,52.5,39.95,0.0,9.39,12.43,0.28,0.0
20230728:1930,7.0,10.8,0.0,2.92,12.59,0.55,0.0
20230728:2030,0.0,0.0,0.0,0.0,11.95,0.28,0.0
20230728:2130,0.0,0.0,0.0,0.0,11.31,0.41,0.0
20230728:2230,0.0,0.0,0.0,0.0,10.21,0.69,0.0
20230728:2330,0.0,0.0,0.0,0.0,8.44,0.9,0.0
20230729:0030,0.0,0.0,0.0,0.0,7.24,0.97,0.0
20230729:0130,0.0,0.0,0.0,0.0,6.89,0.9,0.0
20230729:0230,0.0,0.0,0.0,0.0,6.98,0.69,0.0
20230729:0330,0.0,12.8,0.0,2.71,6.8,0.76,0.0
20230729:0430,7.9,48.35,0.0,9.19,6.98,0.62,0.0
20230729:0530,51.15,94.1,0.0,16.29,8.06,0.41,0.0
20230729:0630,95.45,118.8,0.0,23.65,10.47,0.21,0.0
20230729:0730,117.65,128.7,0.0,30.9,12.01,0.55,0.0
20230729:0830,118.7,146.55,0.0,37.59,13.18,0.9,0.0
20230729:0930,102.9,188.25,0.0,43.17,13.59,1.31,0.0
20230729:1030,91.05,249.2,0.0,46.94,13.82,1.45,0.0
20230729:1130,268.75,196.05,0.0,48.29,14.35,1.52,0.0
20230729:1230,304.9,186.65,0.0,46.94,15.23,1.59,0.0
20230729:1330,480.01,127.75,0.0,43.16,15.43,1.59,0.0
20230729:1430,416.56,110.75,0.0,37.58,16.2,1.66,0.0
20230729:1530,314.0,97.3,0.0,30.89,16.34,1.66,0.0
20230729:1630,199.95,90.75,0.0,23.63,16.1,1.72,0.0
20230729:1730,117.45,73.0,0.0,16.27,15.21,1.52,0.0
20230729:1830,26.3,47.25,0.0,9.18,14.81,1.24,0.0
20230729:1930,4.4,11.48,0.0,2.7,13.84,1.31,0.0
20230729:2030,0.0,0.0,0.0,0.0,12.75,1.31,0.0
20230729:2130,0.0,0.0,0.0,0.0,11.91,1.24,0.0
20230729:2230,0.0,0.0,0.0,0.0,11.05,1.17,0.0
20230729:2330,0.0,0.0,0.0,0.0,10.02,1.03,0.0
20230730:0030,0.0,0.0,0.0,0.0,9.71,0.76,0.0
20230730:0130,0.0,0.0,0.0,0.0,9.89,0.55,0.0
20230730:0230,0.0,0.0,0.0,0.0,9.67,0.48,0.0
20230730:0330,0.0,14.4,0.0,2.5,9.36,0.48,0.0
20230730:0430,19.55,48.95,0.0,8.99,8.94,0.62,0.0
20230730:0530,29.4,95.8,0.0,16.09,9.39,0.76,0.0
20230730:0630,17.4,74.6,0.0,23.45,10.65,0.97,0.0
20230730:0730,14.05,114.65,0.0,30.69,10.98,0.48,0.0
20230730:0830,22.15,110.75,0.0,37.38,11.78,0.62,0.0
20230730:0930,5.85,165.25,0.0,42.94,12.24,0.97,0.0
20230730:1030,50.25,132.45,0.0,46.71,12.37,1.38,0.0
20230730:1130,121.0,207.7,0.0,48.05,11.74,1.1,0.0
20230730:1230,157.75,189.9,0.0,46.7,12.36,1.1,0.0
20230730:1330,314.65,152.7,0.0,42.93,12.8,0.97,0.0
20230730:1430,254.0,104.5,0.0,37.37,13.8,0.69,0.0
20230730:1530,118.4,150.8,0.0,30.68,13.32,0.55,0.0
20230730:1630,63.95,120.9,0.0,23.43,13.08,0.41,0.0
20230730:1730,40.35,59.95,0.0,16.07,12.18,0.48,0.0
20230730:1830,24.5,38.75,0.0,8.97,11.7,0.41,0.0
20230730:1930,5.45,9.78,0.0,2.49,10.66,0.28,0.0
20230730:2030,0.0,0.0,0.0,0.0,10.24,0.55,0.0
20230730:2130,0.0,0.0,0.0,0.0,8.71,0.62,0.0
20230730:2230,0.0,0.0,0.0,0.0,7.32,0.69,0.0
20230730:2330,0.0,0.0,0.0,0.0,6.28,0.83,0.0
20230731:0030,0.0,0.0,0.0,0.0,6.56,0.76,0.0
20230731:0130,0.0,0.0,0.0,0.0,6.28,0.83,0.0
20230731:0230,0.0,0.0,0.0,0.0,6.3,0.9,0.0
20230731:0330,0.0,9.45,0.0,2.29,6.52,0.69,0.0
20230731:0430,4.3,41.25,0.0,8.78,6.55,0.62,0.0
20230731:0530,25.4,78.75,0.0,15.88,7.06,0.62,0.0
20230731:0630,69.25,124.0,0.0,23.24,8.25,0.48,0.0
20230731:0730,104.25,140.85,0.0,30.49,10.05,0.41,0.0
20230731:0830,105.9,187.65,0.0,37.17,10.93,0.48,0.0
20230731:0930,47.15,251.3,0.0,42.72,11.84,0.69,0.0
20230731:1030,174.4,256.3,0.0,46.47,12.33,0.9,0.0
20230731:1130,184.4,235.3,0.0,47.81,13.38,1.03,0.0
20230731:1230,204.9,270.1,0.0,46.46,13.7,1.17,0.0
20230731:1330,147.4,232.3,0.0,42.7,14.1,1.38,0.0
20230731:1430,138.6,211.75,0.0,37.14,12.84,1.45,0.0
20230731:1530,132.45,160.9,0.0,30.46,13.01,1.31,0.0
20230731:1630,111.4,99.55,0.0,23.22,12.69,1.45,0.0
20230731:1730,55.7,85.7,0.0,15.85,12.44,1.17,0.0
20230731:1830,28.7,39.35,0.0,8.75,12.05,1.1,0.0
20230731:1930,0.0,10.3,0.0,2.26,11.71,1.03,0.0
20230731:2030,0.0,0.0,0.0,0.0,10.69,1.03,0.0
20230731:2130,0.0,0.0,0.0,0.0,9.8,0.62,0.0
20230731:2230,0.0,0.0,0.0,0.0,9.8,0.41,0.0
20230731:2330,0.0,0.0,0.0,0.0,9.07,0.55,0.0
20230801:0030,0.0,0.0,0.0,0.0,8.19,0.76,0.0
20230801:0130,0.0,0.0,0.0,0.0,7.5,0.83,0.0
20230801:0230,0.0,0.0,0.0,0.0,7.08,0.83,0.0
20230801:0330,0.0,10.1,0.0,2.07,6.24,0.97,0.0
20230801:0430,12.1,36.85,0.0,8.57,6.3,0.9,0.0
20230801:0530,43.4,83.85,0.0,15.68,7.55,0.62,0.0
20230801:0630,72.4,155.75,0.0,23.04,9.29,0.62,0.0
20230801:0730,89.05,211.1,0.0,30.28,10.7,0.97,0.0
20230801:0830,198.25,249.65,0.0,36.95,12.0,0.83,0.0
20230801:0930,236.1,235.55,0.0,42.49,13.56,0.76,0.0
20230801:1030,156.4,258.9,0.0,46.23,14.27,0.9,0.0
20230801:1130,240.5,238.9,0.0,47.56,14.38,0.76,0.0
20230801:1230,205.9,253.55,0.0,46.22,14.99,0.62,0.0
20230801:1330,181.45,230.9,0.0,42.46,15.44,0.62,0.0
20230801:1430,101.55,187.05,0.0,36.92,15.39,0.55,0.0
20230801:1530,164.95,168.05,0.0,30.24,15.01,0.83,0.0
20230801:1630,76.7,117.8,0.0,23.0,15.0,1.17,0.0
20230801:1730,50.85,78.65,0.0,15.63,14.36,1.17,0.0
20230801:1830,22.8,43.8,0.0,8.53,13.61,1.1,0.0
20230801:1930,0.0,10.25,0.0,2.03,12.01,0.76,0.0
20230801:2030,0.0,0.0,0.0,0.0,11.2,0.76,0.0
20230801:2130,0.0,0.0,0.0,0.0,10.36,0.55,0.0
20230801:2230,0.0,0.0,0.0,0.0,9.93,0.48,0.0
20230801:2330,0.0,0.0,0.0,0.0,9.65,0.55,0.0
20230802:0030,0.0,0.0,0.0,0.0,9.56,0.48,0.0
20230802:0130,0.0,0.0,0.0,0.0,9.6,0.28,0.0
20230802:0230,0.0,0.0,0.0,0.0,9.55,0.34,0.0
20230802:0330,0.0,6.9,0.0,1.84,9.18,0.55,0.0
20230802:0430,16.95,33.45,0.0,8.35,9.09,0.55,0.0
20230802:0530,48.8,75.4,0.0,15.47,9.52,0.62,0.0
20230802:0630,113.75,105.4,0.0,22.83,10.38,0.48,0.0
20230802:0730,158.35,171.75,0.0,30.07,11.35,0.41,0.0
20230802:0830,144.7,213.8,0.0,36.73,12.73,0.41,0.0
20230802:0930,230.05,227.2,0.0,42.26,13.72,0.69,0.0
20230802:1030,254.1,235.6,0.0,45.99,14.4,0.69,0.0
20230802:1130,255.6,244.55,0.0,47.31,14.49,0.62,0.0
20230802:1230,212.1,251.95,0.0,45.97,15.25,0.76,0.0
20230802:1330,237.1,214.65,0.0,42.22,15.69,0.83,0.0
20230802:1430,73.25,167.05,0.0,36.68,16.02,0.76,0.0
20230802:1530,99.8,178.1,0.0,30.01,13.84,0.62,0.0
20230802:1630,16.7,95.85,0.0,22.77,13.71,0.55,0.0
20230802:1730,55.4,96.7,0.0,15.41,13.06,0.21,0.0
20230802:1830,23.25,44.45,0.0,8.3,13.07,0.34,0.0
20230802:1930,0.0,8.45,0.0,1.8,12.39,0.69,0.0
20230802:2030,0.0,0.0,0.0,0.0,11.54,0.55,0.0
20230802:2130,0.0,0.0,0.0,0.0,11.38,0.34,0.0
20230802:2230,0.0,0.0,0.0,0.0,10.97,0.34,0.0
20230802:2330,0.0,0.0,0.0,0.0,10.57,0.28,0.0
20230803:0030,0.0,0.0,0.0,0.0,10.31,0.07,0.0
20230803:0130,0.0,0.0,0.0,0.0,10.12,0.07,0.0
20230803:0230,0.0,0.0,0.0,0.0,9.72,0.0,0.0
20230803:0330,0.0,7.2,0.0,1.62,9.23,0.28,0.0
20230803:0430,10.85,38.4,0.0,8.14,8.79,0.55,0.0
20230803:0530,32.55,81.6,0.0,15.25,9.49,0.41,0.0
20230803:0630,86.35,113.5,0.0,22.62,10.66,0.48,0.0
20230803:0730,125.85,148.75,0.0,29.85,11.67,0.28,0.0
20230803:0830,153.15,188.85,0.0,36.5,12.68,0.41,0.0
20230803:0930,86.95,233.5,0.0,42.02,13.25,0.48,0.0
20230803:1030,105.7,284.4,0.0,45.74,13.13,0.55,0.0
20230803:1130,85.2,250.05,0.0,47.05,13.28,0.62,0.0
20230803:1230,195.45,240.45,0.0,45.71,13.02,0.62,0.0
20230803:1330,134.55,203.85,0.0,41.97,14.05,0.48,0.0
20230803:1430,109.6,212.45,0.0,36.44,14.53,0.62,0.0
20230803:1530,102.55,159.55,0.0,29.78,14.79,0.28,0.0
20230803:1630,71.1,131.6,0.0,22.54,14.43,0.76,0.0
20230803:1730,40.1,87.6,0.0,15.18,14.32,0.97,0.0
20230803:1830,26.1,43.6,0.0,8.07,13.54,0.55,0.0
20230803:1930,0.0,9.3,0.0,1.56,12.78,1.03,0.0
20230803:2030,0.0,0.0,0.0,0.0,11.96,1.17,0.0
20230803:2130,0.0,0.0,0.0,0.0,10.62,1.24,0.0
20230803:2230,0.0,0.0,0.0,0.0,9.73,1.31,0.0
20230803:2330,0.0,0.0,0.0,0.0,9.06,1.45,0.0
20230804:0030,0.0,0.0,0.0,0.0,8.52,1.52,0.0
20230804:0130,0.0,0.0,0.0,0.0,7.87,1.59,0.0
20230804:0230,0.0,0.0,0.0,0.0,7.36,1.52,0.0
20230804:0330,0.0,7.45,0.0,1.39,6.87,1.52,0.0
20230804:0430,46.5,35.9,0.0,7.92,6.95,1.38,0.0
20230804:0530,120.3,54.3,0.0,15.04,8.63,0.9,0.0
20230804:0630,225.2,81.7,0.0,22.4,11.03,0.76,0.0
20230804:0730,330.45,93.05,0.0,29.63,12.48,1.03,0.0
20230804:0830,359.75,121.45,0.0,36.28,13.82,0.9,0.0
20230804:0930,359.46,123.4,0.0,41.78,14.76,0.83,0.0
20230804:1030,213.55,189.95,0.0,45.48,15.25,0.83,0.0
20230804:1130,301.65,197.25,0.0,46.79,14.4,0.55,0.0
20230804:1230,148.1,186.55,0.0,45.45,15.01,0.55,0.0
20230804:1330,165.05,215.65,0.0,41.72,13.61,0.14,0.0
20230804:1430,36.8,183.8,0.0,36.2,13.49,0.07,0.0
20230804:1530,37.15,142.45,0.0,29.54,12.69,0.14,0.0
20230804:1630,47.5,124.45,0.0,22.31,12.49,0.34,0.0
20230804:1730,63.7,63.0,0.0,14.94,12.56,0.07,0.0
20230804:1830,6.45,38.55,0.0,7.83,12.31,0.28,0.0
20230804:1930,0.0,6.55,0.0,1.31,10.99,0.76,0.0
20230804:2030,0.0,0.0,0.0,0.0,10.48,0.62,0.0
20230804:2130,0.0,0.0,0.0,0.0,9.6,0.69,0.0
20230804:2230,0.0,0.0,0.0,0.0,9.37,0.69,0.0
20230804:2330,0.0,0.0,0.0,0.0,8.7,0.69,0.0
20230805:0030,0.0,0.0,0.0,0.0,8.02,0.83,0.0
20230805:0130,0.0,0.0,0.0,0.0,7.31,0.97,0.0
20230805:0230,0.0,0.0,0.0,0.0,7.21,0.97,0.0
20230805:0330,0.0,6.2,0.0,1.16,6.84,0.97,0.0
20230805:0430,6.1,37.65,0.0,7.69,7.32,0.69,0.0
20230805:0530,26.5,79.9,0.0,14.82,8.19,0.41,0.0
20230805:0630,50.25,136.2,0.0,22.18,9.62,0.34,0.0
20230805:0730,36.95,129.45,0.0,29.41,10.62,0.48,0.0
20230805:0830,89.05,215.85,0.0,36.04,10.82,0.97,0.0
20230805:0930,111.25,242.9,0.0,41.53,11.54,1.03,0.0
20230805:1030,155.1,239.1,0.0,45.22,11.81,1.17,0.0
20230805:1130,127.6,243.1,0.0,46.52,12.53,0.76,0.0
20230805:1230,163.25,249.0,0.0,45.18,12.11,0.83,0.0
20230805:1330,113.1,230.55,0.0,41.46,12.26,0.76,0.0
20230805:1430,81.35,190.15,0.0,35.95,11.98,0.83,0.0
20230805:1530,102.9,169.25,0.0,29.3,11.77,0.76,0.0
20230805:1630,100.5,116.4,0.0,22.07,11.7,0.69,0.0
20230805:1730,81.75,66.05,0.0,14.7,11.57,0.48,0.0
20230805:1830,21.3,31.25,0.0,7.58,11.13,0.48,0.0
20230805:1930,0.0,5.35,0.0,1.06,10.57,0.69,0.0
20230805:2030,0.0,0.0,0.0,0.0,9.76,0.76,0.0
20230805:2130,0.0,0.0,0.0,0.0,8.96,0.62,0.0
20230805:2230,0.0,0.0,0.0,0.0,8.74,0.55,0.0
20230805:2330,0.0,0.0,0.0,0.0,8.45,0.48,0.0
20230806:0030,0.0,0.0,0.0,0.0,8.28,0.48,0.0
20230806:0130,0.0,0.0,0.0,0.0,8.29,0.55,0.0
20230806:0230,0.0,0.0,0.0,0.0,8.29,0.55,0.0
20230806:0330,0.0,3.35,0.0,0.92,8.44,0.62,0.0
20230806:0430,2.05,27.55,0.0,7.47,8.81,0.76,0.0
20230806:0530,1.9,66.15,0.0,14.6,9.15,0.48,0.0
20230806:0630,31.1,91.3,0.0,21.96,9.81,0.48,0.0
20230806:0730,75.05,163.6,0.0,29.19,10.45,0.48,0.0
20230806:0830,103.8,191.55,0.0,35.81,11.18,0.76,0.0
20230806:0930,130.8,246.0,0.0,41.28,11.19,0.76,0.0
20230806:1030,39.9,200.85,0.0,44.96,11.84,0.83,0.0
20230806:1130,87.1,273.65,0.0,46.25,11.72,0.83,0.0
20230806:1230,58.15,276.5,0.0,44.91,12.44,0.97,0.0
20230806:1330,15.45,224.25,0.0,41.19,12.98,1.17,0.0
20230806:1430,13.4,211.15,0.0,35.69,12.93,1.45,0.0
20230806:1530,7.35,127.0,0.0,29.05,12.92,1.59,0.0
20230806:1630,0.85,96.05,0.0,21.82,12.44,1.59,0.0
20230806:1730,0.65,63.95,0.0,14.46,12.01,1.03,0.0
20230806:1830,0.1,27.85,0.0,7.33,11.59,0.76,0.0
20230806:1930,0.0,3.85,0.0,0.8,10.86,0.97,0.0
20230806:2030,0.0,0.0,0.0,0.0,10.29,1.24,0.0
20230806:2130,0.0,0.0,0.0,0.0,9.82,1.38,0.0
20230806:2230,0.0,0.0,0.0,0.0,9.54,1.45,0.0
20230806:2330,0.0,0.0,0.0,0.0,9.3,1.66,0.0
20230807:0030,0.0,0.0,0.0,0.0,9.14,1.66,0.0
20230807:0130,0.0,0.0,0.0,0.0,8.66,1.79,0.0
20230807:0230,0.0,0.0,0.0,0.0,8.28,1.93,0.0
20230807:0330,0.0,0.75,0.0,0.69,8.36,2.34,0.0
20230807:0430,0.0,5.75,0.0,7.24,8.41,2.97,0.0
20230807:0530,0.0,15.2,0.0,14.37,8.27,3.24,0.0
20230807:0630,0.0,17.3,0.0,21.74,8.12,3.24,0.0
20230807:0730,0.0,27.35,0.0,28.96,8.51,3.1,0.0
20230807:0830,0.0,34.5,0.0,35.57,8.58,3.1,0.0
